avots,id,nosaukums,url,diena,cves,tips
0day,ABB-Cylon-Aspect-3-08-00-Off-By-One-Vulnerability,ABB Cylon Aspect 3.08.00 Off-By-One Vulnerability,,2024-11-06 00:00:00+00:00,,
0day,ABB-Cylon-Aspect-3-08-01-File-Upload-MD5-Checksum-Bypass-Vulnera,ABB Cylon Aspect 3.08.01 File Upload MD5 Checksum Bypass Vulnerability,,2024-11-06 00:00:00+00:00,,
0day,SQLite3-generate-series-Stack-Buffer-Underflow-Vulnerability,SQLite3 generate_series Stack Buffer Underflow Vulnerability,,2024-11-06 00:00:00+00:00,,sqli
0day,SmartAgent-1-1-0-Server-Side-Request-Forgery-Vulnerability,SmartAgent 1.1.0 Server-Side Request Forgery Vulnerability,,2024-11-06 00:00:00+00:00,,
0day,SmartAgent-1-1-0-SQL-Injection-Vulnerability,SmartAgent 1.1.0 SQL Injection Vulnerability,,2024-11-06 00:00:00+00:00,,sqli
0day,SmartAgent-1-1-0-Remote-Code-Execution-Vulnerability,SmartAgent 1.1.0 Remote Code Execution Vulnerability,,2024-11-06 00:00:00+00:00,,rce
0day,CyberPanel-upgrademysqlstatus-Arbitrary-Command-Execution-Exploi,CyberPanel upgrademysqlstatus Arbitrary Command Execution Exploit,,2024-11-07 00:00:00+00:00,CVE-2024-51567,
0day,WordPress-Meetup-0-1-Authentication-Bypass-Vulnerability,WordPress Meetup 0.1 Authentication Bypass Vulnerability,,2024-11-07 00:00:00+00:00,CVE-2024-50483,
0day,Siemens-Energy-Omnivise-T3000-8-2-SP3-Privilege-Escalation-File-,Siemens Energy Omnivise T3000 8.2 SP3 Privilege Escalation / File Download Vulnerabilities,,2024-11-14 00:00:00+00:00,"CVE-2024-38876,CVE-2024-38877,CVE-2024-38878,CVE-2024-38879",priv_esc
0day,Palo-Alto-Expedition-1-2-91-Remote-Code-Execution-Exploit,Palo Alto Expedition 1.2.91 Remote Code Execution Exploit,,2024-11-14 00:00:00+00:00,"CVE-2024-24809,CVE-2024-5910",rce
0day,SOPlanning-1-52-01-Simple-Online-Planning-Tool-Remote-Code-Execu,SOPlanning 1.52.01 (Simple Online Planning Tool) - Remote Code Execution (Authenticated) Exploit,,2024-11-15 00:00:00+00:00,,rce
0day,Pyload-Remote-Code-Execution-Exploit,Pyload Remote Code Execution Exploit,,2024-11-18 00:00:00+00:00,"CVE-2024-28397,CVE-2024-39205",rce
0day,Judge0-Sandbox-Escape-Exploit,Judge0 Sandbox Escape Exploit,,2024-11-21 00:00:00+00:00,"CVE-2024-28185,CVE-2024-28189",
0day,Ivanti-EPM-Agent-Portal-Command-Execution-Exploit,Ivanti EPM Agent Portal Command Execution Exploit,,2024-11-21 00:00:00+00:00,CVE-2023-28324,
0day,Korenix-JetPort-5601-1-2-Path-Traversal-Vulnerability,Korenix JetPort 5601 1.2 Path Traversal Vulnerability,,2024-11-24 00:00:00+00:00,CVE-2024-11303,
0day,Linux-6-6-Race-Condition-Exploit,Linux 6.6 Race Condition Exploit,,2024-11-24 00:00:00+00:00,CVE-2024-50066,
0day,needrestart-Local-Privilege-Escalation-Vulnerability,needrestart Local Privilege Escalation Vulnerability,,2024-11-24 00:00:00+00:00,"CVE-2024-10224,CVE-2024-11003,CVE-2024-48990,CVE-2024-48991,CVE-2024-48992",priv_esc
0day,ProjectSend-R1605-Unauthenticated-Remote-Code-Execution-Exploit,ProjectSend R1605 Unauthenticated Remote Code Execution Exploit,,2024-11-24 00:00:00+00:00,,rce
0day,CUPS-IPP-Attributes-LAN-Remote-Code-Execution-Exploit,CUPS IPP Attributes LAN Remote Code Execution Exploit,,2024-11-24 00:00:00+00:00,"CVE-2024-47076,CVE-2024-47175,CVE-2024-47176,CVE-2024-47177",rce
0day,ABB-Cylon-Aspect-3-08-01-vstatConfigurationDownload-php-Configur,ABB Cylon Aspect 3.08.01 vstatConfigurationDownload.php Configuration Download Vulnerability,,2024-11-27 00:00:00+00:00,,
0day,Akuvox-Smart-Intercom-Doorphone-ServicesHTTPAPI-Improper-Access-,Akuvox Smart Intercom/Doorphone ServicesHTTPAPI Improper Access Control Vulnerability,,2024-11-27 00:00:00+00:00,,
0day,Roundcube-Webmail-Stored-XSS-Exploit,Roundcube Webmail Stored XSS Exploit,,2024-11-27 00:00:00+00:00,CVE-2024-37383,xss
0day,ABB-Cylon-Aspect-3-08-01-diagLateThread-php-Information-Disclosu,ABB Cylon Aspect 3.08.01 diagLateThread.php Information Disclosure Vulnerability,,2024-12-03 00:00:00+00:00,,info
0day,ABB-Cylon-Aspect-3-08-01-mstpstatus-php-Information-Disclosure-V,ABB Cylon Aspect 3.08.01 mstpstatus.php Information Disclosure Vulnerability,,2024-12-03 00:00:00+00:00,,info
0day,ABB-Cylon-Aspect-3-08-00-fileSystemUpdate-php-File-Upload-Denial,ABB Cylon Aspect 3.08.00 fileSystemUpdate.php File Upload / Denial Of Service Vulnerabilities,,2024-12-03 00:00:00+00:00,,dos
0day,Fortinet-FortiManager-Unauthenticated-Remote-Code-Execution-Expl,Fortinet FortiManager Unauthenticated Remote Code Execution Exploit,,2024-12-03 00:00:00+00:00,CVE-2024-47575,rce
0day,Asterisk-AMI-Originate-Authenticated-Remote-Code-Execution-Explo,Asterisk AMI Originate Authenticated Remote Code Execution Exploit,,2024-12-03 00:00:00+00:00,CVE-2024-42365,rce
0day,Acronis-Cyber-Protect-Backup-Remote-Code-Execution-Exploit,Acronis Cyber Protect/Backup Remote Code Execution Exploit,,2024-12-03 00:00:00+00:00,CVE-2022-3405,rce
